team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
BOS,2018,BOS,2018020928,BOS,VGK,AWAY,20190220,Team Level,5on4,0.113,0.6,0.4286,360,2.323,0.034,0.19,0.587,0.081,1.383,0.725,0.034,0.034,0.034,1,2,3,6,0,1,0,0,0,2,0,1,3,0,0,3,0,0,1,3,0,0,0.034,0,0,0,0,0,6,3,3,0,0.041,0.018,0.018,0.057,0.057,0.057,2.598,0.267,0.097,0.342,0.074,0.598,2.621,0.266,0.267,0.266,3,1,0,4,0,0,0,1,0,1,2,3,4,0,0,4,0,2,1,3,1,0,0.09,0.177,0,0,0,0,4,4,4,0,0.024,0,0,0.292,0.292,0.29
BOS,2018,BOS,2018020947,BOS,STL,AWAY,20190223,Team Level,other,0.1152,0.2308,0.25,47,2.143,0.095,0.098,0.493,0.069,1.005,1.24,0.095,0.095,0.095,2,1,0,3,0,0,0,0,0,1,2,2,3,0,0,1,0,1,0,3,0,0,0.095,0,0,0,0,0,3,3,3,0,0.028,0,0,0.123,0.123,0.123,6.824,0.73,0.504,1.229,0.206,3.161,3.171,0.71,0.73,0.71,6,3,1,10,0,0,0,1,0,5,3,6,9,0,0,3,1,2,0,5,4,0,0.187,0.543,0,0,0,0,10,9,9,0,0.128,0,0,0.858,0.858,0.835
BOS,2018,BOS,2018020947,BOS,STL,AWAY,20190223,Team Level,all,0.512,0.4425,0.5238,3900,31.905,2.897,1.922,7.265,1,16.658,14.259,2.816,3.016,2.932,32,12,6,50,1,3,0,7,2,13,18,31,43,4,8,23,17,7,1,35,5,4,1.028,0.639,1.23,1,0,0,51.048,44,44.787,1,0.403,0.751,0.751,2.548,2.647,2.582,29.302,2.761,2.189,6.394,0.91,15.234,12.512,2.646,2.729,2.615,29,11,23,63,1,3,0,6,0,12,18,28,39,1,2,27,30,15,10,27,12,1,0.82,1.681,0.261,1,0,0,62.692,40,40.078,6,0.501,0.44,0.44,2.822,2.796,2.706
BOS,2018,BOS,2018020947,BOS,STL,AWAY,20190223,Team Level,5on5,0.6783,0.5281,0.6406,3347,29.762,2.802,1.824,6.771,0.931,15.653,13.018,2.721,2.921,2.837,30,11,6,47,1,3,0,7,2,12,16,29,40,3,6,21,17,5,1,32,5,4,0.933,0.639,1.23,1,0,0,48.048,41,41.787,1,0.375,0.751,0.751,2.425,2.524,2.459,16.605,1.329,1.097,4.005,0.519,9.167,6.883,1.271,1.297,1.24,17,6,19,42,1,1,0,4,0,5,12,16,22,1,2,20,28,10,9,18,4,1,0.499,0.569,0.261,1,0,0,41.692,23,23.078,6,0.228,0.261,0.261,1.297,1.27,1.237
BOS,2018,BOS,2018020947,BOS,STL,AWAY,20190223,Team Level,4on5,0,0,0,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.571,0.521,0.493,0.956,0.137,2.391,1.502,0.485,0.521,0.485,4,2,3,9,0,2,0,0,0,2,2,4,6,0,0,3,1,1,1,3,3,0,0.1,0.421,0,0,0,0,9,6,6,0,0.121,0.18,0.18,0.463,0.463,0.43
BOS,2018,BOS,2018020947,BOS,STL,AWAY,20190223,Team Level,5on4,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302,0.181,0.094,0.204,0.049,0.515,0.957,0.181,0.181,0.181,2,0,0,2,0,0,0,1,0,0,1,2,2,0,0,1,0,2,0,1,1,0,0.033,0.147,0,0,0,0,2,2,2,0,0.024,0,0,0.205,0.205,0.205
BOS,2018,BOS,2018020968,BOS,S.J,HOME,20190226,Team Level,other,0,0.1667,0,187,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.311,0.226,0.117,0.191,0.048,1.085,0.334,0.225,0.226,0.225,2,0,3,5,0,0,0,1,0,0,1,2,2,0,0,2,0,1,1,1,1,0,0.042,0.184,0,0,0,0,5,2,2,0,0.04,0,0,0.267,0.267,0.265
BOS,2018,BOS,2018020968,BOS,S.J,HOME,20190226,Team Level,all,0.5821,0.5258,0.5946,3600,32.794,3.666,2.45,6.135,1.097,16.271,14.381,3.637,3.628,3.6,32,12,7,51,4,1,0,4,1,10,24,28,40,8,25,30,21,12,13,22,20,2,0.633,2.601,0.432,1,3,0,52.51,44,44.332,4,0.538,0.173,0.173,4.031,3.997,3.987,21.951,2.632,1.489,4.888,0.657,11.394,8.94,2.62,2.676,2.663,20,10,16,46,1,0,0,8,2,7,12,19,29,8,27,22,27,9,15,20,9,1,0.586,1.12,0.926,0,0,1,45.547,30,30.238,5,0.338,0,0,2.97,3.019,3.005
BOS,2018,BOS,2018020968,BOS,S.J,HOME,20190226,Team Level,5on5,0.6482,0.507,0.5818,2745,23.892,2.495,1.668,4.785,0.841,11.796,10.414,2.47,2.457,2.433,24,8,4,36,2,1,0,4,1,6,18,22,30,8,25,17,17,11,10,18,12,2,0.519,1.544,0.432,1,1,0,37.51,32,32.332,3,0.347,0.173,0.173,2.669,2.635,2.631,17.004,1.354,1.1,4.313,0.536,9.052,6.645,1.343,1.397,1.386,14,9,12,35,0,0,0,6,1,7,9,14,23,8,27,15,26,6,12,16,7,0,0.503,0.851,0,0,0,0,34.547,23,23.238,5,0.229,0,0,1.582,1.632,1.619
BOS,2018,BOS,2018020968,BOS,S.J,HOME,20190226,Team Level,4on5,0.305,0.5,0.5714,289,3.325,0.424,0.204,0.392,0.081,0.934,1.963,0.424,0.424,0.424,3,1,0,4,1,0,0,0,0,1,2,2,3,0,0,4,1,0,1,1,3,0,0.022,0.403,0,0,1,0,4,4,4,1,0.045,0,0,0.469,0.469,0.469,2.633,0.966,0.211,0.291,0.044,1.018,0.47,0.966,0.966,0.966,3,0,1,4,1,0,0,1,1,0,0,2,2,0,0,5,0,0,2,2,0,1,0.04,0,0.926,0,0,1,4,3,3,0,0.055,0,0,1.022,1.022,1.022
BOS,2018,BOS,2018020968,BOS,S.J,HOME,20190226,Team Level,5on4,0.8968,0.8333,0.8,379,5.577,0.747,0.577,0.958,0.175,3.54,2.004,0.742,0.747,0.742,5,3,2,10,1,0,0,0,0,3,4,4,7,0,0,7,2,0,2,3,5,0,0.092,0.654,0,0,1,0,10,8,8,0,0.146,0,0,0.893,0.893,0.887,1.002,0.086,0.061,0.094,0.03,0.238,1.491,0.086,0.086,0.086,1,1,0,2,0,0,0,0,0,0,2,1,2,0,0,0,1,2,0,1,1,0,0.001,0.085,0,0,0,0,2,2,2,0,0.013,0,0,0.099,0.099,0.099
BOS,2018,BOS,2018020984,BOS,T.B,HOME,20190228,Team Level,other,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.109,0.428,0.17,0.386,0.088,1.487,0.441,0.428,0.428,0.428,2,1,0,3,0,0,0,1,0,1,1,2,3,0,0,1,0,0,3,2,0,1,0.023,0,0.405,0,0,0,3,3,3,1,0.05,0,0,0.478,0.478,0.477
BOS,2018,BOS,2018020984,BOS,T.B,HOME,20190228,Team Level,all,0.6396,0.569,0.5682,3600,36.434,3.475,2.533,8.019,1.341,19.592,15.039,3.457,3.421,3.403,41,9,16,66,4,0,0,9,1,13,23,37,46,4,11,24,22,11,7,32,17,1,1.23,2.032,0.213,1,3,0,66.206,50,50.253,1,0.527,0,0,4.003,3.941,3.918,25.544,1.958,1.641,5.812,0.99,15.355,12.244,1.927,1.987,1.955,21,17,12,50,1,0,0,2,1,18,16,20,37,4,11,24,35,12,16,31,6,1,0.914,0.64,0.405,1,0,0,49.987,38,37.897,3,0.346,0,0,2.304,2.34,2.302
BOS,2018,BOS,2018020984,BOS,T.B,HOME,20190228,Team Level,5on5,0.6823,0.6,0.5949,3003,34.34,3.258,2.423,7.542,1.262,18.321,14.193,3.239,3.204,3.186,39,8,16,63,3,0,0,9,1,12,22,36,44,3,9,19,20,10,7,30,16,1,1.152,1.893,0.213,0,3,0,63.206,47,47.253,1,0.501,0,0,3.758,3.696,3.674,22.117,1.517,1.4,5.267,0.86,13.336,9.62,1.485,1.545,1.513,17,15,10,42,1,0,0,1,1,17,12,16,31,3,9,22,33,11,9,26,6,0,0.877,0.64,0,1,0,0,41.987,32,31.897,2,0.28,0,0,1.797,1.832,1.795
BOS,2018,BOS,2018020984,BOS,T.B,HOME,20190228,Team Level,4on5,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719,0.012,0.052,0.139,0.022,0.511,0.265,0.012,0.012,0.012,0,1,2,3,0,0,0,0,0,0,1,0,1,0,0,0,2,1,2,1,0,0,0.012,0,0,0,0,0,3,1,1,0,0.012,0,0,0.024,0.024,0.024
BOS,2018,BOS,2018020984,BOS,T.B,HOME,20190228,Team Level,5on4,0.9909,0.6,0.6,225,2.093,0.217,0.11,0.477,0.079,1.27,0.846,0.217,0.217,0.217,2,1,0,3,1,0,0,0,0,1,1,1,2,0,0,2,1,0,0,2,1,0,0.079,0.139,0,1,0,0,3,3,3,0,0.027,0,0,0.244,0.244,0.244,0.6,0.002,0.02,0.02,0.02,0.02,1.918,0.002,0.002,0.002,2,0,0,2,0,0,0,0,0,0,2,2,2,1,2,1,0,0,2,2,0,0,0.002,0,0,0,0,0,2,2,2,0,0.004,0,0,0.006,0.006,0.006
BOS,2018,BOS,2018021001,BOS,N.J,HOME,20190302,Team Level,other,0,1,0,80,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,2018,BOS,2018021001,BOS,N.J,HOME,20190302,Team Level,all,0.3787,0.5684,0.5797,3600,28.513,1.372,1.571,6.804,0.992,16.272,12.988,1.349,1.368,1.346,30,10,14,54,1,2,1,5,1,11,20,29,39,2,4,19,22,11,14,35,5,0,0.811,0.561,0,0,1,0,55.132,40,41.223,1,0.32,0.225,0.225,1.466,1.462,1.447,20.371,2.251,1.537,4.225,0.727,10.675,9.585,2.156,2.261,2.166,20,9,12,41,0,2,0,6,0,7,14,20,29,2,2,26,30,11,5,18,9,2,0.525,1.225,0.501,0,0,0,40.278,29,28.235,4,0.331,0.381,0.381,2.201,2.207,2.144
BOS,2018,BOS,2018021001,BOS,N.J,HOME,20190302,Team Level,5on5,0.3202,0.5682,0.5781,3266,26.327,1.052,1.418,6.443,0.923,15.115,12.049,1.038,1.049,1.034,27,10,13,50,0,1,0,5,1,11,19,27,37,2,4,16,20,10,13,34,3,0,0.765,0.287,0,0,0,0,51.132,37,38.223,1,0.284,0.046,0.046,1.29,1.286,1.272,18.995,2.233,1.411,3.967,0.68,9.679,9.03,2.138,2.243,2.148,19,8,11,38,0,2,0,5,0,7,13,19,27,2,2,24,26,11,5,16,9,2,0.507,1.225,0.501,0,0,0,37.278,27,26.235,4,0.299,0.381,0.381,2.151,2.157,2.094
BOS,2018,BOS,2018021001,BOS,N.J,HOME,20190302,Team Level,4on5,0.8407,0.25,0.3333,240,0.805,0.095,0.035,0.082,0.02,0.247,0.52,0.095,0.095,0.095,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,2,0,1,0,1,0,0,0.095,0,0,0,0,1,1,1,0,0.007,0,0,0.102,0.102,0.102,1.376,0.018,0.127,0.259,0.046,0.996,0.555,0.018,0.018,0.018,1,1,1,3,0,0,0,1,0,0,1,1,2,0,0,2,3,0,0,2,0,0,0.018,0,0,0,0,0,3,2,2,0,0.032,0,0,0.05,0.05,0.05
BOS,2018,BOS,2018021001,BOS,N.J,HOME,20190302,Team Level,5on4,1,1,1,14,1.381,0.225,0.118,0.279,0.05,0.909,0.418,0.217,0.225,0.217,2,0,0,2,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0.046,0.18,0,0,1,0,2,2,2,0,0.028,0.18,0.18,0.074,0.074,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,2018,BOS,2018021019,BOS,CAR,HOME,20190305,Team Level,other,0.8833,0.4,0.6667,124,1.487,0.212,0.093,0.236,0.045,0.708,0.706,0.203,0.212,0.203,2,0,0,2,1,0,0,0,0,1,0,1,1,1,2,2,0,1,2,1,1,0,0.061,0.151,0,0,1,0,2,2,2,1,0.024,0,0,0.236,0.236,0.226,0.715,0.028,0.032,0.186,0.02,0.342,0.391,0.028,0.028,0.028,1,0,2,3,0,0,0,1,0,0,0,1,1,0,0,2,0,2,1,1,0,0,0.028,0,0,0,0,0,3,1,1,1,0.009,0,0,0.037,0.037,0.037
BOS,2018,BOS,2018021019,BOS,CAR,HOME,20190305,Team Level,all,0.5577,0.4915,0.5158,3706,35.864,3.633,2.569,8.822,1.163,17.835,14.978,3.5,3.462,3.336,38,11,9,58,4,5,2,6,2,17,15,34,45,4,11,33,24,15,16,35,8,6,0.951,1.014,1.668,1,2,1,55.228,49,46.758,8,0.546,1.008,1.008,3.171,3.04,2.983,33.459,2.881,2.349,8.403,1.22,18.389,12.758,2.729,3.045,2.884,37,9,14,60,3,4,1,12,1,14,12,34,43,3,9,35,28,15,15,33,10,3,0.803,1.395,0.683,2,1,0,62.844,46,48.24,8,0.505,0.575,0.575,2.811,2.97,2.872
BOS,2018,BOS,2018021019,BOS,CAR,HOME,20190305,Team Level,5on5,0.5278,0.5306,0.5513,3011,31.332,3.113,2.325,8.194,1.047,16.009,12.311,2.99,2.942,2.826,32,11,9,52,2,5,2,5,1,15,15,30,41,3,9,25,23,10,14,32,5,6,0.843,0.603,1.668,1,0,1,49.228,43,40.758,7,0.487,1.008,1.008,2.592,2.461,2.414,25.879,2.785,1.831,6.559,0.958,13.089,9.777,2.633,2.949,2.788,30,5,11,46,3,4,1,9,1,8,10,27,32,2,7,28,24,10,12,22,10,3,0.707,1.395,0.683,2,1,0,48.844,35,37.24,6,0.385,0.575,0.575,2.595,2.754,2.656
BOS,2018,BOS,2018021019,BOS,CAR,HOME,20190305,Team Level,4on5,0.7946,0.2308,0.2308,436,2.429,0.267,0.085,0.258,0.052,0.613,1.727,0.267,0.267,0.267,3,0,0,3,1,0,0,0,1,1,0,2,2,0,0,5,1,4,0,1,2,0,0.005,0.261,0,0,1,0,3,3,3,0,0.02,0,0,0.286,0.286,0.286,6.866,0.069,0.486,1.657,0.241,4.957,2.59,0.068,0.069,0.068,6,4,0,10,0,0,0,2,0,6,2,6,10,1,2,4,2,2,2,10,0,0,0.069,0,0,0,0,0,10,10,10,1,0.111,0,0,0.18,0.18,0.179
BOS,2018,BOS,2018021019,BOS,CAR,HOME,20190305,Team Level,5on4,1,0.5,1,135,0.616,0.041,0.066,0.135,0.02,0.505,0.234,0.041,0.041,0.041,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0.041,0,0,0,0,0,1,1,1,0,0.015,0,0,0.056,0.056,0.056,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BOS,2018,BOS,2018021033,BOS,FLA,HOME,20190307,Team Level,other,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.887,0.03,0.022,0.167,0.025,0.421,0.336,0.03,0.03,0.03,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,0,2,1,1,0,0,0.03,0,0,0,0,0,1,1,1,1,0.007,0,0,0.037,0.037,0.037
BOS,2018,BOS,2018021033,BOS,FLA,HOME,20190307,Team Level,all,0.4543,0.5766,0.5233,3600,31.965,2.718,2.321,7.085,1.083,18.605,13.188,2.671,2.603,2.557,28,17,19,64,4,1,0,7,1,11,21,24,41,5,10,31,19,7,16,32,12,1,1.102,1.386,0.229,3,1,0,60.928,45,43.075,6,0.508,0.156,0.156,3.07,2.94,2.894,29.976,3.265,1.998,6.11,0.902,17.023,11.701,3.212,3.392,3.336,25,16,6,47,3,1,1,7,0,18,12,22,38,4,8,24,21,20,17,31,8,2,0.733,0.997,1.536,0,1,2,50.001,41,43.386,7,0.447,0.851,0.851,2.861,3.013,2.959
BOS,2018,BOS,2018021033,BOS,FLA,HOME,20190307,Team Level,5on5,0.5272,0.5747,0.5079,2739,23.046,1.814,1.616,5.362,0.787,12.935,9.487,1.788,1.699,1.674,20,12,18,50,2,1,0,6,1,7,15,18,30,5,10,19,16,5,11,23,8,1,0.695,0.89,0.229,1,1,0,46.928,32,30.075,6,0.332,0.156,0.156,1.991,1.861,1.842,22.49,1.627,1.566,4.775,0.671,12.809,9.553,1.597,1.754,1.721,16,15,6,37,1,0,0,4,0,16,10,15,30,3,6,18,20,16,15,23,8,0,0.631,0.997,0,0,1,0,40.001,31,33.386,6,0.324,0,0,1.952,2.103,2.061
BOS,2018,BOS,2018021033,BOS,FLA,HOME,20190307,Team Level,4on5,0.0225,0.1818,0.1,320,0.695,0.037,0.033,0.12,0.02,0.231,0.559,0.037,0.037,0.037,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,8,2,0,1,1,0,0,0.037,0,0,1,0,0,2,1,1,0,0.007,0,0,0.044,0.044,0.044,6.599,1.608,0.411,1.169,0.207,3.793,1.813,1.585,1.608,1.585,8,1,0,9,2,1,1,3,0,1,2,6,7,1,2,2,0,1,1,7,0,2,0.072,0,1.536,0,0,2,9,9,9,0,0.115,0.851,0.851,0.872,0.872,0.861
BOS,2018,BOS,2018021033,BOS,FLA,HOME,20190307,Team Level,5on4,1,1,1,353,8.225,0.867,0.673,1.603,0.277,5.439,3.142,0.846,0.867,0.846,7,5,0,12,1,0,0,1,0,4,6,6,11,0,0,3,1,1,2,8,4,0,0.37,0.497,0,1,0,0,12,12,12,0,0.168,0,0,1.035,1.035,1.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,2018,BOS,2018021050,BOS,OTT,HOME,20190309,Team Level,other,1,1,1,163,1.38,0.203,0.109,0.23,0.046,0.732,0.678,0.203,0.203,0.203,1,1,0,2,1,0,0,0,0,1,0,0,1,0,0,3,0,0,0,1,1,0,0.077,0.127,0,0,1,0,2,2,2,0,0.026,0,0,0.23,0.23,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,2018,BOS,2018021050,BOS,OTT,HOME,20190309,Team Level,all,0.6649,0.6429,0.6494,3600,33.517,2.963,2.087,7.77,1.248,19.751,16.181,2.85,2.874,2.763,31,19,13,63,3,1,0,10,2,18,16,28,47,4,8,25,22,12,15,35,14,1,1.017,1.501,0.445,0,3,0,61.366,50,48.892,4,0.445,0.445,0.445,2.963,2.88,2.758,19.003,1.493,1.32,4.302,0.633,11.088,8.165,1.442,1.57,1.516,19,8,8,35,2,2,1,3,0,12,8,17,25,4,8,24,25,11,8,20,5,2,0.411,0.575,0.506,0,1,1,35.846,27,27.68,3,0.286,0.362,0.362,1.417,1.481,1.471
BOS,2018,BOS,2018021050,BOS,OTT,HOME,20190309,Team Level,5on5,0.5848,0.6533,0.6491,2822,25.355,2.035,1.523,6.385,0.952,14.782,11.322,1.997,1.947,1.91,21,16,12,49,1,1,0,8,2,13,12,20,36,3,6,17,20,9,12,28,8,1,0.733,0.857,0.445,0,1,0,47.366,37,35.892,4,0.309,0.445,0.445,1.899,1.816,1.78,14.282,1.445,0.943,3.126,0.494,7.702,6.289,1.394,1.523,1.469,15,5,6,26,2,2,1,3,0,8,5,13,18,3,6,19,23,11,7,13,5,2,0.363,0.575,0.506,0,1,1,26.846,20,20.68,3,0.195,0.362,0.362,1.278,1.341,1.332
BOS,2018,BOS,2018021050,BOS,OTT,HOME,20190309,Team Level,4on5,0.7624,0.3077,0.3636,335,2.417,0.154,0.112,0.343,0.077,0.677,2.637,0.153,0.154,0.153,4,0,0,4,0,0,0,1,0,0,3,4,4,0,0,3,2,2,0,3,1,0,0.044,0.11,0,0,0,0,4,4,4,0,0.026,0,0,0.18,0.18,0.179,4.72,0.048,0.376,1.175,0.139,3.386,1.876,0.048,0.048,0.048,4,3,2,9,0,0,0,0,0,4,3,4,7,1,2,1,0,0,1,7,0,0,0.048,0,0,0,0,0,9,7,7,0,0.092,0,0,0.139,0.139,0.139
BOS,2018,BOS,2018021050,BOS,OTT,HOME,20190309,Team Level,5on4,1,1,1,280,4.364,0.571,0.343,0.812,0.172,3.559,1.544,0.496,0.571,0.496,5,2,1,8,1,0,0,1,0,4,1,4,6,1,2,2,0,1,3,3,4,0,0.163,0.408,0,0,1,0,8,7,7,0,0.083,0,0,0.654,0.654,0.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,2018,BOS,2018021062,BOS,PIT,AWAY,20190310,Team Level,other,0.1589,0.5714,0.5833,288,4.987,0.359,0.357,1.095,0.142,3.129,1.918,0.359,0.359,0.359,7,0,1,8,1,0,0,0,0,2,4,6,6,0,0,1,1,0,1,5,2,0,0.15,0.209,0,1,0,0,8,7,7,0,0.111,0,0,0.47,0.47,0.47,3.175,1.9,0.127,0.264,0.088,1.156,1.465,1.9,1.9,1.9,2,3,1,6,1,0,0,1,0,0,3,1,4,0,0,2,1,0,0,0,2,3,0,0.185,1.715,0,0,1,6,5,5,0,0.033,0,0,1.933,1.933,1.933
BOS,2018,BOS,2018021062,BOS,PIT,AWAY,20190310,Team Level,all,0.3056,0.5078,0.5104,3600,34.351,2.469,2.415,7.838,1.114,19.771,15.392,2.404,2.466,2.402,41,8,16,65,2,4,1,11,0,13,19,39,47,4,8,33,20,4,10,42,6,1,0.926,0.701,0.841,1,0,1,63.341,49,48.008,6,0.593,1.015,1.015,2.047,2.045,2.032,33.154,5.611,2.444,7.088,1.162,17.808,12.886,5.507,5.616,5.512,37,10,16,63,4,5,1,4,1,17,16,33,43,5,10,29,28,11,15,27,11,9,0.9,1.174,3.537,0,2,2,65.462,47,48.514,8,0.526,1.566,1.566,4.571,4.577,4.54
BOS,2018,BOS,2018021062,BOS,PIT,AWAY,20190310,Team Level,5on5,0.2462,0.4333,0.4127,2403,18.41,1.094,1.013,4.475,0.582,10.022,8.814,1.084,1.091,1.081,22,4,13,39,0,1,0,9,0,6,10,22,26,3,6,23,17,4,7,22,4,0,0.602,0.492,0,0,0,0,37.341,26,25.008,5,0.205,0.125,0.125,1.175,1.173,1.165,26.199,3.35,1.97,6.157,0.973,14.498,10.051,3.258,3.355,3.263,31,6,14,51,1,5,1,3,0,17,11,30,36,4,8,19,26,9,11,24,7,6,0.792,0.736,1.823,0,0,1,53.462,37,38.514,5,0.413,1.566,1.566,2.196,2.202,2.181
BOS,2018,BOS,2018021062,BOS,PIT,AWAY,20190310,Team Level,4on5,0.1364,0.2857,0.3333,435,1.068,0.036,0.031,0.144,0.032,0.218,1.539,0.036,0.036,0.036,1,1,0,2,0,0,0,0,0,0,2,1,2,0,0,4,2,0,1,2,0,0,0.036,0,0,0,0,0,2,2,2,1,0.007,0,0,0.043,0.043,0.043,2.872,0.228,0.283,0.571,0.082,1.868,0.968,0.216,0.228,0.216,3,1,1,5,1,0,0,0,1,0,2,2,3,1,2,4,0,0,1,3,1,0,0.109,0.119,0,0,1,0,5,4,4,0,0.067,0,0,0.295,0.295,0.279
BOS,2018,BOS,2018021062,BOS,PIT,AWAY,20190310,Team Level,5on4,0.8796,0.9412,0.9333,474,9.885,0.979,1.015,2.124,0.359,6.402,3.121,0.925,0.979,0.925,11,3,2,16,1,3,1,2,0,5,3,10,13,1,2,5,0,0,1,13,0,1,0.137,0,0.841,0,0,1,16,14,14,0,0.271,0.89,0.89,0.359,0.359,0.353,0.908,0.134,0.064,0.096,0.019,0.286,0.402,0.134,0.134,0.134,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,2,3,0,1,0,0,0.134,0,0,1,0,1,1,1,3,0.013,0,0,0.147,0.147,0.147
