team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
BOS,2018,BOS,2018020822,BOS,NYR,AWAY,20190206,Team Level,other,0.2972,0.4444,0.4286,240,4.551,0.313,0.197,1.089,0.148,1.813,2.441,0.313,0.313,0.313,3,3,2,8,0,0,0,0,0,0,6,3,6,0,0,8,0,2,0,5,1,0,0.18,0.133,0,0,0,0,8,6,6,0,0.057,0,0,0.369,0.369,0.369,6.271,0.74,0.374,1.302,0.176,2.602,2.806,0.74,0.74,0.74,7,1,2,10,0,0,0,3,0,1,4,7,8,0,0,2,4,3,2,5,2,1,0.22,0.244,0.276,0,0,0,10,8,8,0,0.094,0,0,0.834,0.834,0.834
BOS,2018,BOS,2018020822,BOS,NYR,AWAY,20190206,Team Level,all,0.4626,0.4825,0.4674,3900,30.102,2.984,1.881,7.252,1.027,15.808,14.048,2.957,3.097,3.068,30,13,12,55,3,2,1,5,0,12,21,27,40,6,12,32,25,15,11,33,6,4,0.839,0.674,1.472,0,1,2,57.002,43,44.393,4,0.438,0.884,0.884,2.538,2.639,2.627,34.596,3.466,2.352,8.189,1.18,19.122,14.69,3.402,3.368,3.307,39,10,10,59,3,2,2,8,1,12,23,36,46,4,8,26,42,12,21,36,9,4,1.135,1.055,1.276,0,1,2,57.149,49,47.566,13,0.522,0.677,0.677,3.312,3.219,3.203
BOS,2018,BOS,2018020822,BOS,NYR,AWAY,20190206,Team Level,5on5,0.432,0.4744,0.4677,3095,20.133,1.525,1.271,5.277,0.688,10.996,9.243,1.512,1.637,1.623,20,9,8,37,2,1,0,5,0,9,12,18,27,6,12,21,23,13,11,23,4,2,0.605,0.378,0.542,0,1,1,39.002,29,30.393,4,0.265,0.294,0.294,1.496,1.597,1.592,22.596,2.005,1.53,5.453,0.805,13.28,9.926,1.953,1.907,1.858,25,8,8,41,2,1,1,4,1,10,15,23,31,4,8,16,38,7,18,25,6,2,0.712,0.692,0.601,0,1,1,39.149,33,31.566,12,0.318,0.278,0.278,2.045,1.952,1.939
BOS,2018,BOS,2018020822,BOS,NYR,AWAY,20190206,Team Level,4on5,0.2114,0.2222,0.2222,396,1.645,0.185,0.1,0.194,0.042,0.508,0.971,0.185,0.185,0.185,2,0,0,2,0,0,0,0,0,0,2,2,2,0,0,1,2,0,0,1,1,0,0.021,0.163,0,0,0,0,2,2,2,0,0.021,0,0,0.206,0.206,0.206,4.932,0.69,0.418,1.312,0.181,2.979,1.42,0.678,0.69,0.678,6,1,0,7,1,1,1,1,0,1,3,5,6,0,0,6,0,1,1,5,1,1,0.172,0.119,0.399,0,0,1,7,7,7,1,0.104,0.399,0.399,0.395,0.395,0.394
BOS,2018,BOS,2018020822,BOS,NYR,AWAY,20190206,Team Level,5on4,0.9698,0.8889,0.8571,169,3.773,0.962,0.312,0.692,0.149,2.492,1.393,0.948,0.962,0.948,5,1,2,8,1,1,1,0,0,3,1,4,5,0,0,2,0,0,0,4,0,2,0.032,0,0.93,0,0,1,8,6,6,0,0.095,0.591,0.591,0.467,0.467,0.46,0.797,0.03,0.03,0.122,0.019,0.26,0.538,0.03,0.03,0.03,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,0,1,0,1,0,0,0.03,0,0,0,0,0,1,1,1,0,0.007,0,0,0.037,0.037,0.037
BOS,2018,BOS,2018020838,BOS,L.A,HOME,20190209,Team Level,other,0.6796,0.8333,0.8,8,3.103,0.333,0.267,0.845,0.125,1.439,0.991,0.326,0.333,0.326,4,0,1,5,1,1,0,1,0,0,1,3,3,0,0,2,0,1,0,3,1,0,0.169,0.164,0,1,0,0,5,4,4,0,0.073,0.042,0.042,0.364,0.364,0.362,0.794,0.157,0.067,0.109,0.02,0.296,0.352,0.157,0.157,0.157,1,0,0,1,0,0,0,0,0,0,1,1,1,1,2,2,0,2,0,0,1,0,0,0.157,0,0,0,0,1,1,1,0,0.02,0,0,0.177,0.177,0.177
BOS,2018,BOS,2018020838,BOS,L.A,HOME,20190209,Team Level,all,0.6096,0.5,0.5301,3754,32.427,2.868,2.202,7.731,1.08,16.648,13.47,2.816,2.791,2.74,33,11,14,58,5,5,2,7,0,9,18,28,39,5,10,32,21,13,10,32,10,2,1.039,1.295,0.534,2,2,1,56.49,44,43.045,5,0.479,0.689,0.689,2.659,2.594,2.566,27.341,1.837,1.793,6.401,0.952,15.714,12.304,1.813,1.873,1.849,29,10,19,58,4,2,0,7,0,13,13,25,35,3,6,24,25,12,17,32,6,1,0.591,0.843,0.402,1,2,1,58.816,39,39.396,8,0.408,0.158,0.158,2.086,2.127,2.121
BOS,2018,BOS,2018020838,BOS,L.A,HOME,20190209,Team Level,5on5,0.6454,0.5357,0.5789,2938,24.215,2.091,1.601,6.062,0.798,12.68,9.769,2.049,2.014,1.973,23,10,12,45,3,4,2,4,0,7,15,20,30,5,10,24,17,12,10,25,6,2,0.747,0.81,0.534,1,1,1,43.49,33,32.045,5,0.329,0.647,0.647,1.772,1.707,1.686,16.826,1.149,1.006,4.338,0.602,9.701,7.203,1.126,1.186,1.162,16,8,15,39,3,2,0,3,0,8,8,13,21,1,2,11,25,9,11,19,5,0,0.463,0.686,0,1,2,0,39.816,24,24.396,6,0.203,0.158,0.158,1.195,1.235,1.23
BOS,2018,BOS,2018020838,BOS,L.A,HOME,20190209,Team Level,4on5,0.2896,0.1667,0.2143,509,2.445,0.201,0.073,0.275,0.069,0.629,1.753,0.201,0.201,0.201,3,0,0,3,1,0,0,1,0,0,1,2,2,0,0,5,4,0,0,2,1,0,0.048,0.153,0,0,1,0,3,3,3,0,0.018,0,0,0.219,0.219,0.219,7.434,0.493,0.67,1.664,0.271,5.028,2.874,0.492,0.493,0.492,9,2,4,15,1,0,0,2,0,5,3,8,10,1,2,7,0,0,6,10,0,1,0.091,0,0.402,0,0,1,15,11,11,2,0.173,0,0,0.666,0.666,0.665
BOS,2018,BOS,2018020838,BOS,L.A,HOME,20190209,Team Level,5on4,0.8683,0.625,0.5714,299,2.665,0.244,0.262,0.549,0.089,1.9,0.957,0.24,0.244,0.24,3,1,1,5,0,0,0,1,0,2,1,3,4,0,0,1,0,0,0,2,2,0,0.075,0.168,0,0,0,0,5,4,4,0,0.06,0,0,0.304,0.304,0.3,2.287,0.037,0.05,0.29,0.059,0.689,1.875,0.037,0.037,0.037,3,0,0,3,0,0,0,2,0,0,1,3,3,0,0,4,0,1,0,3,0,0,0.037,0,0,0,0,0,3,3,3,0,0.012,0,0,0.049,0.049,0.049
BOS,2018,BOS,2018020853,BOS,COL,HOME,20190210,Team Level,other,0.5758,0.5833,0.6,171,4.272,0.285,0.331,0.923,0.137,2.548,1.777,0.281,0.285,0.281,5,1,1,7,1,0,0,1,0,1,3,4,5,0,0,2,1,3,0,5,1,0,0.195,0.09,0,1,0,0,7,6,6,0,0.089,0,0,0.374,0.374,0.368,2.932,0.21,0.192,0.523,0.082,1.442,1.55,0.201,0.21,0.201,3,1,1,5,0,0,0,1,0,0,3,3,4,0,0,3,0,0,0,3,1,0,0.114,0.096,0,0,0,0,5,4,4,0,0.051,0,0,0.261,0.261,0.25
BOS,2018,BOS,2018020853,BOS,COL,HOME,20190210,Team Level,all,0.4906,0.496,0.5263,3843,33.497,1.961,2.282,7.643,1.037,20.314,16.764,1.909,1.919,1.868,35,15,12,62,2,1,0,9,1,16,21,33,48,4,8,33,29,11,10,42,8,0,1.153,0.808,0,2,0,0,60.61,50,48.943,4,0.512,0.022,0.022,2.451,2.399,2.336,33.627,2.036,2.201,7.9,1.242,16.667,14.954,1.961,2.104,2.027,36,9,18,63,1,6,0,10,0,12,16,35,44,5,10,29,21,13,11,35,8,2,0.637,0.948,0.451,0,1,0,64.756,45,46.125,2,0.505,0.576,0.576,1.964,2.028,2.001
BOS,2018,BOS,2018020853,BOS,COL,HOME,20190210,Team Level,5on5,0.4101,0.4588,0.5082,2953,20.56,0.853,1.239,5.262,0.659,13.011,9.977,0.842,0.811,0.801,21,10,8,39,1,1,0,7,1,13,8,20,30,3,6,25,27,7,9,28,3,0,0.598,0.255,0,1,0,0,37.61,31,29.943,4,0.247,0.022,0.022,1.077,1.024,1.013,22.058,1.227,1.162,5.722,0.752,11.237,9.899,1.194,1.295,1.26,23,7,16,46,1,3,0,6,0,10,10,22,29,3,6,21,20,11,9,24,5,1,0.413,0.579,0.235,0,1,0,47.756,30,31.125,2,0.239,0.306,0.306,1.16,1.223,1.211
BOS,2018,BOS,2018020853,BOS,COL,HOME,20190210,Team Level,4on5,0.4602,0.3333,0.3,323,1.305,0.081,0.069,0.083,0.038,0.287,2.442,0.081,0.081,0.081,2,1,1,4,0,0,0,0,0,0,3,2,3,0,0,3,0,1,0,3,0,0,0.081,0,0,0,0,0,4,3,3,0,0.016,0,0,0.097,0.097,0.097,5.367,0.095,0.636,1.299,0.328,3.078,1.564,0.095,0.095,0.095,6,1,1,8,0,2,0,3,0,0,2,6,7,1,2,3,0,0,1,7,0,0,0.095,0,0,0,0,0,8,7,7,0,0.168,0.054,0.054,0.209,0.209,0.208
BOS,2018,BOS,2018020853,BOS,COL,HOME,20190210,Team Level,5on4,0.596,0.75,0.7143,396,7.36,0.742,0.644,1.375,0.203,4.468,2.568,0.705,0.742,0.705,7,3,2,12,0,0,0,1,0,2,7,7,10,1,2,3,1,0,1,6,4,0,0.279,0.463,0,0,0,0,12,10,10,0,0.161,0,0,0.903,0.903,0.858,3.27,0.503,0.212,0.356,0.08,0.909,1.941,0.471,0.503,0.471,4,0,0,4,0,1,0,0,0,2,1,4,4,1,2,2,1,2,1,1,2,1,0.014,0.273,0.216,0,0,0,4,4,4,0,0.047,0.216,0.216,0.335,0.335,0.332
BOS,2018,BOS,2018020863,BOS,CHI,HOME,20190212,Team Level,other,0.8736,0.8,0.75,274,2.255,0.159,0.164,0.447,0.099,1.476,0.654,0.156,0.159,0.156,2,1,1,4,0,0,0,0,1,2,0,2,3,0,0,4,0,1,0,2,1,0,0.039,0.12,0,0,0,0,4,3,3,0,0.048,0,0,0.207,0.207,0.203,0.742,0.023,0.032,0.163,0.019,0.324,0.439,0.023,0.023,0.023,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,3,0,2,0,1,0,0,0.023,0,0,1,0,0,1,1,1,0,0.008,0,0,0.031,0.031,0.031
BOS,2018,BOS,2018020863,BOS,CHI,HOME,20190212,Team Level,all,0.6697,0.6,0.6207,3600,37.925,3.252,2.628,8.825,1.254,22.905,15.137,3.17,3.247,3.166,37,17,12,66,6,2,1,9,1,17,19,31,48,4,8,34,26,11,10,38,15,1,1.168,1.792,0.292,1,4,1,67.931,54,54.616,3,0.572,0.449,0.449,3.375,3.357,3.292,23.982,1.604,1.675,5.557,0.788,13.089,10.287,1.595,1.633,1.624,26,7,11,44,3,1,0,6,0,13,10,23,30,6,12,27,18,12,22,25,7,1,0.489,0.849,0.266,3,0,0,43.103,33,32.733,9,0.37,0.135,0.135,1.839,1.873,1.868
BOS,2018,BOS,2018020863,BOS,CHI,HOME,20190212,Team Level,5on5,0.6468,0.625,0.6522,2809,31.285,2.602,2.179,7.458,1.025,18.752,12.984,2.524,2.597,2.52,33,12,10,55,4,2,1,9,0,14,16,29,41,3,6,27,25,10,9,33,11,1,1.009,1.301,0.292,0,3,1,56.931,45,45.616,3,0.449,0.449,0.449,2.602,2.584,2.523,17.669,1.421,1.156,4.034,0.585,9.137,7.667,1.413,1.45,1.442,19,5,9,33,2,1,0,5,0,8,8,17,22,4,8,20,18,9,21,17,6,1,0.408,0.747,0.266,2,0,0,32.103,24,23.733,9,0.241,0.135,0.135,1.527,1.561,1.559
BOS,2018,BOS,2018020863,BOS,CHI,HOME,20190212,Team Level,4on5,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.804,0.058,0.411,1.283,0.165,3.387,1.695,0.057,0.058,0.057,5,2,2,9,0,0,0,0,0,5,2,5,7,0,0,2,0,0,1,7,0,0,0.058,0,0,0,0,0,9,7,7,0,0.104,0,0,0.162,0.162,0.16
BOS,2018,BOS,2018020863,BOS,CHI,HOME,20190212,Team Level,5on4,0.8283,0.875,0.8571,264,4.386,0.492,0.284,0.92,0.13,2.677,1.498,0.49,0.492,0.49,2,4,1,7,2,0,0,0,0,1,3,0,4,0,0,3,0,0,1,3,3,0,0.12,0.371,0,1,1,0,7,6,6,0,0.075,0,0,0.567,0.567,0.565,0.767,0.102,0.077,0.076,0.018,0.241,0.486,0.102,0.102,0.102,1,0,0,1,0,0,0,1,0,0,0,1,1,1,2,2,0,1,0,0,1,0,0,0.102,0,0,0,0,1,1,1,0,0.016,0,0,0.118,0.118,0.118
BOS,2018,BOS,2018020891,BOS,ANA,AWAY,20190215,Team Level,other,0.9346,0.5,0.6667,92,1.351,0.714,0.054,0.114,0.033,0.768,0.318,0.714,0.714,0.714,2,0,0,2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0.05,0,0.663,0,0,1,2,2,2,0,0.018,0,0,0.731,0.731,0.731,0.682,0.05,0.06,0.13,0.027,0.585,0.148,0.05,0.05,0.05,1,0,1,2,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0.05,0,0,0,0,0,2,1,1,0,0.016,0,0,0.066,0.066,0.066
BOS,2018,BOS,2018020891,BOS,ANA,AWAY,20190215,Team Level,all,0.5371,0.4957,0.4767,3600,28.661,3.61,1.864,6.304,0.931,16.156,12.135,3.523,3.768,3.676,29,12,16,57,3,2,0,3,0,15,18,26,38,3,6,31,22,6,14,32,5,4,0.772,0.521,2.317,0,1,2,61.913,41,44.306,8,0.417,0.58,0.58,3.448,3.565,3.515,31.184,3.111,2.118,6.871,1.067,18.732,13.1,3.021,2.96,2.874,30,15,13,58,0,3,0,11,0,19,12,30,45,4,8,17,27,7,12,32,11,2,1.122,1.233,0.756,0,0,0,53.94,45,42.045,6,0.464,0.822,0.822,2.753,2.606,2.548
BOS,2018,BOS,2018020891,BOS,ANA,AWAY,20190215,Team Level,5on5,0.4776,0.5057,0.4921,2826,21.765,1.6,1.357,5.42,0.732,12.26,9.631,1.547,1.758,1.699,23,8,13,44,1,2,0,3,0,11,14,22,30,2,4,24,21,6,11,25,5,1,0.627,0.521,0.452,0,1,0,48.913,31,34.306,6,0.273,0.58,0.58,1.293,1.411,1.395,21.371,1.75,1.419,4.86,0.753,13.401,9.817,1.716,1.599,1.568,20,12,11,43,0,2,0,7,0,14,9,20,32,4,8,13,24,7,10,24,7,1,0.784,0.726,0.239,0,0,0,38.94,32,29.045,5,0.29,0.305,0.305,1.734,1.587,1.559
BOS,2018,BOS,2018020891,BOS,ANA,AWAY,20190215,Team Level,4on5,0.0412,0.1538,0.0909,340,0.703,0.05,0.046,0.08,0.025,0.214,0.586,0.05,0.05,0.05,1,0,1,2,0,0,0,0,0,0,1,1,1,1,2,4,1,0,2,1,0,0,0.05,0,0,0,0,0,2,1,1,2,0.011,0,0,0.061,0.061,0.061,7.513,1.163,0.571,1.673,0.247,4.233,2.113,1.108,1.163,1.108,8,2,1,11,0,1,0,4,0,4,1,8,10,0,0,2,2,0,0,6,3,1,0.259,0.387,0.517,0,0,0,11,10,10,0,0.143,0.517,0.517,0.79,0.79,0.76
BOS,2018,BOS,2018020891,BOS,ANA,AWAY,20190215,Team Level,5on4,0.8945,0.8182,0.7778,342,4.842,1.247,0.408,0.691,0.141,2.914,1.599,1.213,1.247,1.213,3,4,2,9,1,0,0,0,0,3,3,2,6,0,0,3,0,0,1,5,0,2,0.045,0,1.201,0,0,1,9,7,7,0,0.116,0,0,1.363,1.363,1.328,1.618,0.147,0.068,0.209,0.04,0.514,1.022,0.147,0.147,0.147,1,1,0,2,0,0,0,0,0,0,2,1,2,0,0,1,1,0,2,1,1,0,0.028,0.119,0,0,0,0,2,2,2,1,0.015,0,0,0.162,0.162,0.162
BOS,2018,BOS,2018020903,BOS,L.A,AWAY,20190216,Team Level,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,2018,BOS,2018020903,BOS,L.A,AWAY,20190216,Team Level,all,0.5641,0.4842,0.5362,3600,27.207,2.878,2.008,5.695,0.815,14.199,11.406,2.796,3.106,3.016,24,13,9,46,4,2,0,3,2,10,16,20,33,5,10,30,19,5,8,25,8,4,0.819,0.964,1.095,3,1,0,49.777,37,39.939,7,0.429,0.308,0.308,2.999,3.233,3.199,23.882,2.224,1.386,5.968,0.773,12.102,9.547,2.153,2.139,2.069,25,7,17,49,2,2,1,5,1,8,14,23,30,2,4,20,29,4,5,24,5,3,0.723,0.644,0.857,1,0,1,46.475,32,30.27,4,0.301,0.647,0.647,1.878,1.797,1.741
BOS,2018,BOS,2018020903,BOS,L.A,AWAY,20190216,Team Level,5on5,0.6609,0.5694,0.6,2778,24.065,2.423,1.773,5.245,0.726,12.716,10.118,2.341,2.651,2.561,21,12,8,41,4,2,0,3,2,9,13,17,29,5,10,20,18,3,6,22,8,3,0.74,0.964,0.719,3,1,0,44.777,33,35.939,5,0.375,0.308,0.308,2.489,2.724,2.69,16.365,1.243,0.845,4.468,0.547,8.414,6.483,1.233,1.159,1.149,16,6,9,31,1,1,1,3,0,5,12,15,21,2,4,15,26,4,3,18,3,1,0.439,0.424,0.38,0,0,1,28.475,22,20.27,3,0.175,0.38,0.38,1.038,0.958,0.952
BOS,2018,BOS,2018020903,BOS,L.A,AWAY,20190216,Team Level,4on5,0.4017,0.1176,0.2222,582,1.651,0.427,0.115,0.196,0.041,0.437,0.784,0.427,0.427,0.427,1,1,0,2,0,0,0,0,0,1,1,1,2,0,0,6,1,2,2,1,0,1,0.051,0,0.376,0,0,0,2,2,2,2,0.025,0,0,0.452,0.452,0.452,5.023,0.636,0.377,1.122,0.157,3.069,1.639,0.576,0.636,0.576,6,1,8,15,1,1,0,2,1,2,0,5,6,0,0,4,3,0,2,5,1,1,0.235,0.134,0.267,1,0,0,15,7,7,1,0.089,0.267,0.267,0.458,0.458,0.408
BOS,2018,BOS,2018020903,BOS,L.A,AWAY,20190216,Team Level,5on4,0.0753,0.5,0.4,240,1.49,0.028,0.121,0.254,0.047,1.046,0.504,0.028,0.028,0.028,2,0,1,3,0,0,0,0,0,0,2,2,2,0,0,4,0,0,0,2,0,0,0.028,0,0,0,0,0,3,2,2,0,0.029,0,0,0.058,0.058,0.058,2.494,0.344,0.165,0.377,0.07,0.619,1.425,0.344,0.344,0.344,3,0,0,3,0,0,0,0,0,1,2,3,3,0,0,1,0,0,0,1,1,1,0.049,0.085,0.21,0,0,0,3,3,3,0,0.037,0,0,0.381,0.381,0.381
BOS,2018,BOS,2018020915,BOS,S.J,AWAY,20190218,Team Level,other,0.3201,0.25,0.3,120,1.803,0.145,0.108,0.383,0.069,1.076,1.219,0.145,0.145,0.145,2,1,0,3,1,0,0,1,0,0,1,1,2,0,0,5,2,1,0,2,1,0,0.047,0.098,0,1,0,0,3,3,3,0,0.029,0,0,0.174,0.174,0.174,4.686,0.308,0.275,0.945,0.157,2.616,2.699,0.306,0.308,0.306,6,1,2,9,0,0,0,1,0,3,3,6,7,0,0,3,1,2,0,5,2,0,0.121,0.187,0,0,0,0,9,7,7,0,0.068,0,0,0.376,0.376,0.374
BOS,2018,BOS,2018020915,BOS,S.J,AWAY,20190218,Team Level,all,0.417,0.3714,0.3605,3839,22.414,2.514,1.515,5.347,0.75,11.189,9.685,2.429,2.596,2.507,20,11,8,39,6,3,1,5,1,4,12,14,25,4,9,30,24,10,6,23,2,6,0.385,0.192,1.937,2,1,3,41.766,31,32.802,4,0.365,0.542,0.542,2.337,2.421,2.403,38.322,3.515,2.544,9.374,1.424,19.747,18.395,3.244,3.323,3.075,38,17,11,66,5,3,3,7,2,21,17,33,50,6,15,33,24,12,10,40,11,4,0.873,1.245,1.396,1,1,3,63.56,55,52.992,5,0.554,0.901,1.01,3.059,2.921,2.864
BOS,2018,BOS,2018020915,BOS,S.J,AWAY,20190218,Team Level,5on5,0.3519,0.4026,0.377,3163,17.014,1.358,1.054,4.088,0.543,8.473,7.485,1.274,1.44,1.352,13,10,8,31,3,2,1,2,1,4,11,10,20,3,9,21,18,8,5,18,1,4,0.303,0.094,0.961,1,1,1,33.766,23,24.802,4,0.22,0.52,0.52,1.057,1.141,1.125,27.075,2.501,1.928,7.332,1.087,15.144,10.008,2.235,2.309,2.066,23,15,8,46,4,3,3,5,2,15,9,19,34,5,13,23,21,8,9,28,7,3,0.663,0.709,1.129,1,1,2,43.56,38,35.992,4,0.398,0.901,1.01,1.889,1.752,1.702
BOS,2018,BOS,2018020915,BOS,S.J,AWAY,20190218,Team Level,4on5,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.378,0.339,0.189,0.699,0.069,1.15,0.554,0.336,0.339,0.336,3,0,1,4,1,0,0,1,0,1,0,2,2,0,0,1,0,0,0,2,0,1,0.072,0,0.267,0,0,1,4,3,3,0,0.052,0,0,0.392,0.392,0.386
BOS,2018,BOS,2018020915,BOS,S.J,AWAY,20190218,Team Level,5on4,0.7337,0.4167,0.4167,392,3.597,1.011,0.353,0.877,0.138,1.64,0.981,1.01,1.011,1.01,5,0,0,5,2,1,0,2,0,0,0,3,3,1,0,2,2,0,1,3,0,2,0.036,0,0.976,0,0,2,5,5,5,0,0.117,0.022,0.022,1.106,1.106,1.104,4.183,0.367,0.152,0.398,0.111,0.838,5.134,0.367,0.367,0.367,6,1,0,7,0,0,0,0,0,2,5,6,7,1,2,6,2,2,1,5,2,0,0.018,0.349,0,0,0,0,7,7,7,1,0.035,0,0,0.403,0.403,0.402
BOS,2018,BOS,2018020928,BOS,VGK,AWAY,20190220,Team Level,other,0.0174,0.0833,0.1111,9,0.79,0.01,0.026,0.217,0.024,0.371,0.352,0.01,0.01,0.01,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,3,0,3,0,1,0,0,0.01,0,0,0,0,0,1,1,1,0,0.007,0,0,0.017,0.017,0.017,5.288,0.566,0.437,1.13,0.182,3.753,1.932,0.557,0.566,0.557,3,5,3,11,0,0,0,3,0,4,1,3,8,0,0,3,1,2,0,6,2,0,0.334,0.233,0,0,0,0,11,8,8,0,0.122,0,0,0.688,0.688,0.676
BOS,2018,BOS,2018020928,BOS,VGK,AWAY,20190220,Team Level,all,0.308,0.4109,0.3846,3900,25.431,1.782,1.559,5.942,0.805,13.298,11.615,1.739,1.873,1.828,27,8,18,53,2,3,0,4,0,11,15,25,33,1,2,33,24,9,9,27,6,2,0.573,0.639,0.569,1,1,0,54.756,35,36.085,5,0.327,0.588,0.588,1.521,1.599,1.59,39.893,4.004,2.791,9.036,1.31,21.883,16.977,3.902,3.861,3.763,33,23,20,76,2,2,1,15,2,21,14,31,54,2,4,30,38,17,12,39,14,3,1.281,1.832,0.89,0,1,1,73.77,56,54.436,5,0.627,0.644,0.644,3.987,3.851,3.74
BOS,2018,BOS,2018020928,BOS,VGK,AWAY,20190220,Team Level,5on5,0.369,0.451,0.4306,3291,22.318,1.738,1.343,5.138,0.7,11.544,10.538,1.695,1.829,1.785,25,6,15,46,2,2,0,4,0,9,14,23,29,1,2,27,24,6,6,23,6,2,0.529,0.639,0.569,1,1,0,47.756,31,32.085,4,0.278,0.569,0.569,1.447,1.525,1.516,29.986,2.972,2.096,7.144,0.991,16.047,11.75,2.902,2.829,2.763,26,15,15,56,2,2,1,10,2,14,11,24,39,2,4,21,37,12,9,28,10,3,0.782,1.299,0.89,0,1,1,53.77,41,39.436,4,0.442,0.644,0.644,2.771,2.635,2.564
BOS,2018,BOS,2018020928,BOS,VGK,AWAY,20190220,Team Level,4on5,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.021,0.198,0.161,0.42,0.063,1.485,0.673,0.177,0.198,0.177,1,2,2,5,0,0,0,1,0,2,0,1,3,0,0,2,0,1,2,2,1,0,0.075,0.123,0,0,0,0,5,3,3,1,0.038,0,0,0.236,0.236,0.211
